Title,Type_ID,Genre_ID,Year,IMDB_Score,Netflix_Original
1408,movie,"Fantasy, Horror, Mystery",2007,6.8,FALSE
Experiment in Evil,movie,"Drama, Horror, Sci-Fi",1959,6.5,FALSE
Ace Ventura: Pet Detective,movie,Comedy,1994,6.9,FALSE
Frankenstein 90,movie,"Comedy, Drama, Horror",1984,4.5,FALSE
Alvin and the Chipmunks Meet Frankenstein,movie,"Animation, Comedy, Family",1999,6,FALSE
Gangs of New York,movie,"Crime, Drama",2002,7.5,FALSE
The Horror of Frankenstein,movie,"Comedy, Horror, Sci-Fi",1970,5.8,FALSE
Battle Royale,movie,"Adventure, Drama, Thriller",2000,7.5,FALSE
The Sensuous Assassin,movie,"Mystery, Thriller",1970,5.6,FALSE
The Hero,movie,"Drama, Sport",1970,5.2,FALSE
The Things of Life,movie,"Drama, Romance",1970,7.4,FALSE
Cesar & Rosalie,movie,"Drama, Romance",1972,7.3,FALSE
Max and the Junkmen,movie,"Crime, Drama, Romance",1971,7.3,FALSE
Mr. Brooks,movie,"Crime, Drama, Mystery",2007,7.3,FALSE
That Most Important Thing: Love,movie,"Drama, Romance",1975,7,FALSE
88 Minutes,movie,"Crime, Drama, Mystery",2007,5.9,FALSE
Under Siege 2: Dark Territory,movie,"Action, Adventure, Thriller",1995,5.6,FALSE
U-571,movie,"Action, War",2000,6.6,FALSE
Bagdad Cafe,movie,"Comedy, Drama",1987,7.4,FALSE
After the Wedding,movie,Drama,2006,7.7,FALSE
"Girl, Interrupted",movie,"Biography, Drama",1999,7.3,FALSE
I Now Pronounce You Chuck & Larry,movie,"Comedy, Romance",2007,5.9,FALSE
I Know What You Did Last Summer,movie,"Horror, Mystery",1997,5.8,FALSE
Girl with a Pearl Earring,movie,"Biography, Drama, Romance",2003,6.9,FALSE
Flags of Our Fathers,movie,"Action, Adventure, Drama",2006,7.1,FALSE
Objective 500 Million,movie,"Crime, Drama, Thriller",1966,6.1,FALSE
Dark Blue Almost Black,movie,"Comedy, Drama, Romance",2006,7.1,FALSE
Brothers,movie,"Drama, War",2004,7.5,FALSE
Corpse Bride,movie,"Animation, Comedy, Drama",2005,7.4,FALSE
Ménage,movie,"Comedy, Crime, Drama",1986,6.9,FALSE
What Women Want,movie,"Comedy, Fantasy, Romance",2000,6.5,FALSE
Beetlejuice,movie,"Comedy, Fantasy",1988,7.5,FALSE
My Girl,movie,"Comedy, Drama, Family",1991,6.9,FALSE
Law of Desire,movie,"Comedy, Drama, Thriller",1987,7.1,FALSE
The Down-in-the-Hole Gang,movie,"Adventure, Comedy, Fantasy",1974,6.2,FALSE
The Transporter,movie,"Action, Crime, Thriller",2002,6.8,FALSE
Blow,movie,"Biography, Crime, Drama",2001,7.5,FALSE
Vengeance of the Three Musketeers,movie,"Adventure, Romance",1961,6.5,FALSE
Tell Her That I Love Her,movie,"Drama, Mystery, Romance",1977,6.6,FALSE
Life Upside Down,movie,Drama,1964,7.3,FALSE
Bluebeard,movie,"Biography, Crime, Drama",1963,6.4,FALSE
Women on the Verge of a Nervous Breakdown,movie,"Comedy, Drama",1988,7.5,FALSE
I Married a Shadow,movie,"Drama, Romance, Thriller",1983,6.4,FALSE
Scream,movie,"Horror, Mystery",1996,7.4,FALSE
Scream 2,movie,"Horror, Mystery",1997,6.3,FALSE
Scream 3,movie,"Horror, Mystery",2000,5.7,FALSE
Scary Movie,movie,Comedy,2000,6.3,FALSE
Scary Movie 2,movie,"Comedy, Horror",2001,5.4,FALSE
Chalte Chalte,movie,"Drama, Romance",2003,6.5,FALSE
Kal Ho Naa Ho,movie,"Comedy, Drama, Musical",2003,7.9,FALSE
Scary Movie 3,movie,Comedy,2003,5.6,FALSE
Scary Movie V,movie,"Comedy, Horror",2013,3.5,FALSE
The Other One's Mug,movie,Comedy,1979,6,FALSE
La garce,movie,"Crime, Drama, Thriller",1984,5.3,FALSE
The Flower of My Secret,movie,"Comedy, Drama",1995,7,FALSE
Charlie's Angels,movie,"Action, Adventure, Comedy",2000,5.6,FALSE
Atonement,movie,"Drama, Mystery, Romance",2007,7.8,FALSE
Pride & Prejudice,movie,"Drama, Romance",2005,7.8,FALSE
The Kingdom,movie,"Action, Drama, Thriller",2007,7,FALSE
The Lady Banker,movie,"Comedy, Drama",1980,6.2,FALSE
Monster-in-Law,movie,"Comedy, Romance",2005,5.6,FALSE
The Brave One,movie,"Crime, Drama, Thriller",2007,6.7,FALSE
Les Misérables,movie,"Crime, Drama, Romance",1998,7.4,FALSE
Asoka,movie,"Action, Biography, Drama",2001,6.4,FALSE
Legends of the Fall,movie,"Drama, Romance, War",1994,7.5,FALSE
Indecent Proposal,movie,"Drama, Romance",1993,6,FALSE
Diva,movie,"Crime, Music, Thriller",1981,7.1,FALSE
The Spirit of the Beehive,movie,"Drama, Fantasy",1973,7.8,FALSE
30 Days of Night,movie,"Horror, Thriller",2007,6.6,FALSE
My Best Friend,movie,Comedy,2006,6.6,FALSE
Conversations with My Gardener,movie,"Comedy, Drama",2007,7.1,FALSE
Panic Room,movie,"Crime, Drama, Thriller",2002,6.8,FALSE
Lady Vengeance,movie,"Crime, Drama, Thriller",2005,7.5,FALSE
A Tale of Two Sisters,movie,"Drama, Horror, Mystery",2003,7.1,FALSE
The Machinist,movie,"Drama, Thriller",2004,7.6,FALSE
Sex and the City,movie,"Comedy, Drama, Romance",2008,5.7,FALSE
Je t'aime moi non plus,movie,Drama,1976,5.9,FALSE
Sense and Sensibility,movie,"Drama, Romance",1995,7.7,FALSE
"Lust, Caution",movie,"Drama, History, Romance",2007,7.5,FALSE
Hot Fuzz,movie,"Action, Comedy, Mystery",2007,7.8,FALSE
Best Seller,movie,"Action, Crime, Drama",1987,6.4,FALSE
Ödipussi,movie,"Comedy, Romance",1988,7.4,FALSE
Sympathy for Mr. Vengeance,movie,"Crime, Drama, Thriller",2002,7.5,FALSE
"Attention, Papa Arrives!",movie,"Comedy, Family",1991,7.9,FALSE
Du bist nicht allein,movie,"Comedy, Drama, Romance",2007,6.4,FALSE
Gone Baby Gone,movie,"Crime, Drama, Mystery",2007,7.6,FALSE
Runaway Bride,movie,"Comedy, Romance",1999,5.6,FALSE
Layer Cake,movie,"Crime, Drama, Thriller",2004,7.3,FALSE
"Farewell, Friend",movie,"Action, Crime, Drama",1968,6.7,FALSE
The Invasion,movie,"Sci-Fi, Thriller",2007,5.9,FALSE
Confessions of a Dangerous Mind,movie,"Biography, Comedy, Crime",2002,7,FALSE
The Curious Case of Benjamin Button,movie,"Drama, Fantasy, Romance",2008,7.8,FALSE
Howl's Moving Castle,movie,"Adventure, Animation, Family",2004,8.2,FALSE
Une femme à sa fenêtre,movie,Drama,1976,6.1,FALSE
The International,movie,"Action, Crime, Drama",2009,6.5,FALSE
Gothika,movie,"Horror, Mystery, Thriller",2003,5.8,FALSE
Five Times Two,movie,"Drama, Romance",2004,6.6,FALSE
American Gangster,movie,"Biography, Crime, Drama",2007,7.8,FALSE
Forbidden Games,movie,"Drama, War",1952,8,FALSE
Carry on Screaming!,movie,"Comedy, Horror",1966,6.7,FALSE
Sky Captain and the World of Tomorrow,movie,"Action, Adventure, Mystery",2004,6.1,FALSE
Rush Hour 3,movie,"Action, Comedy, Crime",2007,6.2,FALSE
Rush Hour 2,movie,"Action, Comedy, Crime",2001,6.7,FALSE
3:10 to Yuma,movie,"Action, Crime, Drama",2007,7.6,FALSE
Pumping Iron,movie,"Documentary, Sport",1977,7.3,FALSE
The Boss of It All,movie,Comedy,2006,6.6,FALSE
Ardor,movie,"Drama, Romance",2002,5.6,FALSE
The Polar Express,movie,"Adventure, Animation, Comedy",2004,6.6,FALSE
The Band's Visit,movie,"Comedy, Drama, Music",2007,7.5,FALSE
Chaos,movie,"Action, Crime, Drama",2005,6.4,FALSE
Nobody Is Perfect,movie,"Comedy, Drama",2006,5.8,FALSE
Idiot Love,movie,Comedy,2004,5.2,FALSE
"I'm a Cyborg, But That's OK",movie,"Comedy, Drama, Romance",2006,6.9,FALSE
Battlefield Earth,movie,"Action, Adventure, Sci-Fi",2000,2.5,FALSE
The Fugitive,movie,"Action, Crime, Drama",1993,7.8,FALSE
Le Samouraï,movie,"Crime, Drama, Thriller",1967,8,FALSE
Finder's Fee,movie,"Drama, Thriller",2001,6.2,FALSE
The Phantom of Liberty,movie,Comedy,1974,7.8,FALSE
Traitement de choc,movie,"Crime, Drama, Horror",1973,6.1,FALSE
Six-Pack,movie,Thriller,2000,5.4,FALSE
The Blue Lagoon,movie,"Adventure, Drama, Romance",1980,5.8,FALSE
Control,movie,"Biography, Drama, Music",2007,7.6,FALSE
I Know Who Killed Me,movie,"Horror, Mystery, Thriller",2007,3.6,FALSE
The Mist,movie,"Horror, Sci-Fi, Thriller",2007,7.1,FALSE
In the Realm of the Senses,movie,"Drama, Romance",1976,6.6,FALSE
The Secret,movie,"Drama, Mystery, Thriller",1974,6.7,FALSE
The Pledge,movie,"Crime, Drama, Mystery",2001,6.7,FALSE
Only Human,movie,"Comedy, Romance",2004,6.8,FALSE
Fanny and Alexander,movie,Drama,1982,8.1,FALSE
Along Came Polly,movie,"Comedy, Romance",2004,6,FALSE
The Umbrellas of Cherbourg,movie,"Drama, Musical, Romance",1964,7.8,FALSE
The Family Man,movie,"Comedy, Drama, Fantasy",2000,6.8,FALSE
Miffo,movie,"Comedy, Drama, Romance",2003,5.8,FALSE
Elling,movie,"Comedy, Drama",2001,7.5,FALSE
P.S. I Love You,movie,"Comedy, Drama, Romance",2007,7,FALSE
Empties,movie,"Comedy, Drama",2007,7.2,FALSE
Bram Stoker's Dracula,movie,"Fantasy, Horror, Romance",1992,7.4,FALSE
Fracture,movie,"Crime, Drama, Thriller",2007,7.2,FALSE
The Burned Barns,movie,"Crime, Drama, Mystery",1973,6.6,FALSE
Blue Thunder,movie,"Action, Crime, Drama",1983,6.4,FALSE
Who Finds a Friend Finds a Treasure,movie,"Action, Adventure, Comedy",1981,7.1,FALSE
Three Kings,movie,"Action, Adventure, Comedy",1999,7.1,FALSE
Practical Magic,movie,"Comedy, Drama, Fantasy",1998,6.3,FALSE
Freddy vs. Jason,movie,"Action, Horror",2003,5.7,FALSE
I Am Legend,movie,"Drama, Horror, Sci-Fi",2007,7.2,FALSE
The Dukes of Hazzard,movie,Comedy,2005,5.1,FALSE
First Knight,movie,"Action, Adventure, Drama",1995,6,FALSE
Life,movie,"Comedy, Crime, Drama",1999,6.8,FALSE
The Orphanage,movie,"Drama, Horror, Mystery",2007,7.4,FALSE
Schtonk,movie,"Comedy, Crime",1992,7.1,FALSE
To Take a Wife,movie,Drama,2004,7.1,FALSE
The Rookie,movie,"Action, Crime, Drama",1990,5.9,FALSE
Zathura: A Space Adventure,movie,"Action, Adventure, Comedy",2005,6.3,FALSE
Failure to Launch,movie,"Comedy, Romance",2006,5.7,FALSE
"Watch Out, We're Mad",movie,"Action, Comedy",1974,7.3,FALSE
Outbreak,movie,"Action, Drama, Thriller",1995,6.6,FALSE
Something's Gotta Give,movie,"Comedy, Drama, Romance",2003,6.7,FALSE
The White Massai,movie,"Drama, Romance",2005,6.4,FALSE
Wild Chicks,movie,"Adventure, Family",2005,5.9,FALSE
Van Helsing,movie,"Action, Adventure, Fantasy",2004,6.1,FALSE
Perfect Stranger,movie,"Crime, Mystery, Thriller",2007,5.7,FALSE
The Punisher,movie,"Action, Crime, Drama",2004,6.4,FALSE
Matchstick Men,movie,"Comedy, Crime, Drama",2003,7.3,FALSE
Maid in Manhattan,movie,"Comedy, Drama, Romance",2002,5.4,FALSE
Juno,movie,"Comedy, Drama",2007,7.4,FALSE
There Will Be Blood,movie,Drama,2007,8.2,FALSE
Elite Squad,movie,"Action, Crime, Drama",2007,8,FALSE
The Bucket List,movie,"Adventure, Comedy, Drama",2007,7.4,FALSE
Sahara,movie,"Action, Adventure, Comedy",2005,6.1,FALSE
Chicken Run,movie,"Adventure, Animation, Comedy",2000,7.1,FALSE
Brothers,movie,"Drama, Thriller, War",2009,7.1,FALSE
xXx,movie,"Action, Adventure, Drama",2002,5.8,FALSE
Vantage Point,movie,"Action, Drama, Thriller",2008,6.6,FALSE
Open Season,movie,"Adventure, Animation, Comedy",2006,6.1,FALSE
Knockaround Guys,movie,"Crime, Drama, Thriller",2001,6.1,FALSE
Like Stars on Earth,movie,"Drama, Family",2007,8.3,FALSE
Water,movie,Drama,2005,7.7,FALSE
Over the Hedge,movie,"Adventure, Animation, Comedy",2006,6.7,FALSE
Fearless,movie,"Action, Biography, Drama",2006,7.6,FALSE
Fun with Dick and Jane,movie,"Comedy, Crime",2005,6.2,FALSE
Rambo,movie,"Action, Thriller",2008,7,FALSE
The Wave,movie,"Drama, Thriller",2008,7.6,FALSE
Resident Evil: Extinction,movie,"Action, Horror, Sci-Fi",2007,6.2,FALSE
Wedding Daze,movie,"Comedy, Romance",2006,5.6,FALSE
"10,000 BC",movie,"Action, Adventure, Drama",2008,5.1,FALSE
Rang De Basanti,movie,"Comedy, Crime, Drama",2006,8.1,FALSE
Before the Devil Knows You're Dead,movie,"Crime, Drama, Thriller",2007,7.3,FALSE
Caramel,movie,"Comedy, Drama, Romance",2007,7.1,FALSE
The Kite Runner,movie,Drama,2007,7.6,FALSE
Penelope,movie,"Comedy, Fantasy, Romance",2006,6.7,FALSE
Robin Hood: Men in Tights,movie,"Adventure, Comedy, Musical",1993,6.7,FALSE
Punch-Drunk Love,movie,"Comedy, Drama, Romance",2002,7.3,FALSE
The Reader,movie,"Drama, Mystery, Romance",2008,7.6,FALSE
21,movie,"Crime, Drama, Thriller",2008,6.8,FALSE
Om Shanti Om,movie,"Action, Comedy, Drama",2007,6.8,FALSE
Broken Embraces,movie,"Drama, Romance, Thriller",2009,7.2,FALSE
Untraceable,movie,"Crime, Mystery, Thriller",2008,6.2,FALSE
Napoleon Dynamite,movie,Comedy,2004,7,FALSE
Midnight in the Garden of Good and Evil,movie,"Crime, Drama, Mystery",1997,6.6,FALSE
Æon Flux,movie,"Action, Adventure, Sci-Fi",2005,5.4,FALSE
Dark Habits,movie,"Comedy, Drama",1983,6.5,FALSE
What Have I Done to Deserve This?,movie,"Comedy, Drama",1984,7.1,FALSE
High Heels,movie,"Comedy, Drama, Romance",1991,7,FALSE
Kika,movie,Comedy,1993,6.5,FALSE
Welcome to the Sticks,movie,"Comedy, Romance",2008,7.1,FALSE
American Wedding,movie,Comedy,2003,6.3,FALSE
Paris,movie,"Comedy, Drama, Romance",2008,6.8,FALSE
Howards End,movie,"Drama, Romance",1992,7.4,FALSE
In Bruges,movie,"Comedy, Crime, Drama",2008,7.9,FALSE
Step Up 2: The Streets,movie,"Drama, Music, Romance",2008,6.2,FALSE
REC,movie,"Horror, Mystery, Thriller",2007,7.4,FALSE
My Big Fat Greek Wedding,movie,"Comedy, Drama, Romance",2002,6.6,FALSE
Superbad,movie,Comedy,2007,7.6,FALSE
Robin Hood: Prince of Thieves,movie,"Action, Adventure, Drama",1991,6.9,FALSE
Transformers: Revenge of the Fallen,movie,"Action, Adventure, Sci-Fi",2009,6,FALSE
"Definitely, Maybe",movie,"Comedy, Drama, Romance",2008,7.1,FALSE
My Neighbor Totoro,movie,"Animation, Comedy, Family",1988,8.1,FALSE
A Man Apart,movie,"Action, Crime, Drama",2003,6,FALSE
Love Me If You Dare,movie,"Comedy, Drama, Romance",2003,7.5,FALSE
I Spy,movie,"Action, Adventure, Comedy",2002,5.4,FALSE
Carandiru,movie,"Crime, Drama",2003,7.6,FALSE
Lower City,movie,Drama,2005,6.5,FALSE
The 6th Day,movie,"Action, Mystery, Sci-Fi",2000,5.9,FALSE
Never Back Down,movie,"Action, Drama, Sport",2008,6.5,FALSE
Dumb and Dumber,movie,Comedy,1994,7.3,FALSE
John Q,movie,"Crime, Drama, Thriller",2002,7.1,FALSE
Hitch,movie,"Comedy, Romance",2005,6.6,FALSE
Ali,movie,"Biography, Drama, Sport",2001,6.7,FALSE
Prom Night,movie,Horror,2008,3.9,FALSE
The Exorcism of Emily Rose,movie,"Drama, Horror, Thriller",2005,6.7,FALSE
Rivals,movie,"Action, Crime, Drama",2008,6.2,FALSE
The Isle,movie,"Drama, Thriller",2000,6.9,FALSE
Deep Impact,movie,"Action, Drama, Sci-Fi",1998,6.3,FALSE
K-19: The Widowmaker,movie,"Drama, History, Thriller",2002,6.7,FALSE
Taken,movie,"Action, Crime, Thriller",2008,7.7,FALSE
Cannibals in the Streets,movie,"Drama, Fantasy, Horror",1980,5.5,FALSE
Anchorman: The Legend of Ron Burgundy,movie,Comedy,2004,7.1,FALSE
Three Wishes for Cinderella,movie,"Adventure, Drama, Family",1973,7.6,FALSE
The Black Balloon,movie,"Drama, Romance",2008,7.2,FALSE
Eagle vs Shark,movie,"Comedy, Romance",2007,6.7,FALSE
Christine,movie,"Horror, Thriller",1983,6.8,FALSE
The Road Warrior,movie,"Action, Adventure, Sci-Fi",1981,7.6,FALSE
My Life as a Dog,movie,"Comedy, Drama",1985,7.6,FALSE
Timecop,movie,"Action, Crime, Sci-Fi",1994,5.9,FALSE
Il Divo,movie,"Biography, Drama",2008,7.2,FALSE
Double Trouble,movie,"Action, Comedy",1984,7.1,FALSE
Conspiracy Theory,movie,"Action, Drama, Mystery",1997,6.7,FALSE
Legally Blonde,movie,"Comedy, Romance",2001,6.5,FALSE
Casper,movie,"Comedy, Family, Fantasy",1995,6.2,FALSE
Jumanji,movie,"Adventure, Comedy, Family",1995,7.1,FALSE
The Bank Job,movie,"Crime, Thriller",2008,7.2,FALSE
Alfie,movie,"Comedy, Drama, Romance",2004,6.2,FALSE
The Karate Kid Part II,movie,"Action, Family, Sport",1986,6.1,FALSE
How the Grinch Stole Christmas,movie,"Comedy, Family, Fantasy",2000,6.3,FALSE
My Best Friend's Wedding,movie,"Comedy, Drama, Romance",1997,6.4,FALSE
Pale Rider,movie,"Drama, Western",1985,7.3,FALSE
Lion's Den,movie,"Crime, Drama",2008,7,FALSE
Wanted,movie,"Action, Crime, Thriller",2008,6.7,FALSE
Deep Blue Sea,movie,"Action, Adventure, Sci-Fi",1999,5.9,FALSE
Salt of This Sea,movie,"Drama, Romance",2008,6.8,FALSE
I Love You Phillip Morris,movie,"Biography, Comedy, Crime",2009,6.6,FALSE
Hancock,movie,"Action, Comedy, Drama",2008,6.4,FALSE
Bad Boys II,movie,"Action, Comedy, Crime",2003,6.6,FALSE
Twilight,movie,"Drama, Fantasy, Romance",2008,5.3,FALSE
Boogeyman,movie,"Drama, Horror, Mystery",2005,4.2,FALSE
The Protector,movie,"Action, Crime, Drama",2005,7,FALSE
Friends with Money,movie,"Comedy, Drama, Romance",2006,5.8,FALSE
Midnight Run,movie,"Action, Comedy, Crime",1988,7.5,FALSE
Spirit: Stallion of the Cimarron,movie,"Adventure, Animation, Drama",2002,7.2,FALSE
The Eye,movie,"Horror, Mystery",2008,5.4,FALSE
Big Daddy,movie,"Comedy, Drama",1999,6.4,FALSE
The Cave,movie,"Adventure, Horror, Sci-Fi",2005,5.2,FALSE
Only You,movie,"Comedy, Romance",1994,6.5,FALSE
Just Cause,movie,"Action, Crime, Drama",1995,6.4,FALSE
Little Man,movie,"Comedy, Crime",2006,4.5,FALSE
Black Book,movie,"Drama, Thriller, War",2006,7.7,FALSE
Spies Like Us,movie,"Adventure, Comedy",1985,6.4,FALSE
Young Guns II,movie,"Action, Drama, Western",1990,6.5,FALSE
The Craft,movie,"Drama, Fantasy, Horror",1996,6.5,FALSE
The Quest,movie,"Action, Adventure, Drama",1996,5.6,FALSE
Kopps,movie,"Action, Comedy",2003,6.7,FALSE
S.W.A.T.,movie,"Action, Adventure, Crime",2003,6.1,FALSE
Bibi Blocksberg,movie,"Comedy, Family, Fantasy",2002,5.3,FALSE
Now and Then,movie,"Comedy, Drama, Romance",1995,6.8,FALSE
Eraser,movie,"Action, Crime, Thriller",1996,6.2,FALSE
Ace Ventura: When Nature Calls,movie,"Adventure, Comedy, Crime",1995,6.4,FALSE
The Faculty,movie,"Horror, Mystery, Sci-Fi",1998,6.6,FALSE
Final Destination 3,movie,"Horror, Thriller",2006,5.8,FALSE
The Longest Yard,movie,"Comedy, Crime, Sport",2005,6.4,FALSE
Hudson Hawk,movie,"Action, Adventure, Comedy",1991,5.7,FALSE
Monster House,movie,"Animation, Comedy, Family",2006,6.7,FALSE
Thesis,movie,"Crime, Horror, Mystery",1996,7.4,FALSE
Smilla's Sense of Snow,movie,"Crime, Drama, Mystery",1997,6.3,FALSE
Mortal Kombat,movie,"Action, Adventure, Fantasy",1995,5.8,FALSE
Ong-Bak: The Thai Warrior,movie,"Action, Crime, Thriller",2003,7.1,FALSE
Ghost in the Shell,movie,"Action, Animation, Crime",1995,7.9,FALSE
Last Man Standing,movie,"Action, Crime, Drama",1996,6.4,FALSE
The Scorpion King,movie,"Action, Adventure, Fantasy",2002,5.5,FALSE
Transporter 2,movie,"Action, Thriller",2005,6.3,FALSE
Click,movie,"Comedy, Drama, Fantasy",2006,6.4,FALSE
The Goonies,movie,"Adventure, Comedy, Family",1985,7.7,FALSE
The Mask of Zorro,movie,"Action, Adventure, Comedy",1998,6.8,FALSE
EuroTrip,movie,Comedy,2004,6.6,FALSE
Look Who's Talking Too,movie,"Comedy, Family, Romance",1990,4.7,FALSE
Final Destination 2,movie,"Horror, Thriller",2003,6.2,FALSE
Anaconda,movie,"Action, Adventure, Horror",1997,4.9,FALSE
The Last of the Mohicans,movie,"Action, Adventure, Drama",1992,7.6,FALSE
Tremors,movie,"Comedy, Horror",1990,7.2,FALSE
Donnie Brasco,movie,"Biography, Crime, Drama",1997,7.7,FALSE
Ferris Bueller's Day Off,movie,Comedy,1986,7.8,FALSE
Starsky & Hutch,movie,"Comedy, Crime",2004,6.1,FALSE
The Twelve Tasks of Asterix,movie,"Adventure, Animation, Comedy",1976,7.6,FALSE
In the Line of Fire,movie,"Action, Crime, Drama",1993,7.2,FALSE
Jerry Maguire,movie,"Comedy, Drama, Romance",1996,7.3,FALSE
The Descent,movie,"Adventure, Horror, Thriller",2005,7.2,FALSE
Before the Fall,movie,"Drama, Sport, Thriller",2004,7.4,FALSE
They Call Me Trinity,movie,"Comedy, Western",1970,7.4,FALSE
Above the Law,movie,"Action, Crime, Drama",1988,6,FALSE
Evolution,movie,"Comedy, Sci-Fi",2001,6.1,FALSE
Zoolander,movie,Comedy,2001,6.5,FALSE
Surf's Up,movie,"Adventure, Animation, Comedy",2007,6.7,FALSE
Murder at 1600,movie,"Action, Crime, Drama",1997,6.1,FALSE
Money Talks,movie,"Action, Comedy, Crime",1997,6.2,FALSE
A Night at the Roxbury,movie,"Comedy, Music, Romance",1998,6.2,FALSE
The Nameless,movie,"Drama, Horror, Mystery",1999,5.8,FALSE
Stepmom,movie,"Comedy, Drama",1998,6.8,FALSE
Apt Pupil,movie,"Crime, Drama, Thriller",1998,6.7,FALSE
The Big Hit,movie,"Action, Comedy, Crime",1998,6.1,FALSE
Election,movie,"Comedy, Romance",1999,7.2,FALSE
The Crow: Salvation,movie,"Action, Crime, Fantasy",2000,4.9,FALSE
Kung Fu Hustle,movie,"Action, Comedy, Fantasy",2004,7.7,FALSE
Charlie's Angels: Full Throttle,movie,"Action, Adventure, Comedy",2003,4.9,FALSE
"South Park: Bigger, Longer & Uncut",movie,"Animation, Comedy, Fantasy",1999,7.7,FALSE
Scent of a Woman,movie,Drama,1992,8,FALSE
A Knight's Tale,movie,"Action, Adventure, Romance",2001,7,FALSE
The Bone Collector,movie,"Crime, Drama, Mystery",1999,6.7,FALSE
Johnny English,movie,"Action, Adventure, Comedy",2003,6.3,FALSE
Look Who's Talking,movie,Comedy,1989,5.9,FALSE
Kung Fu Panda,movie,"Action, Adventure, Animation",2008,7.6,FALSE
Lantana,movie,"Drama, Mystery, Romance",2001,7.2,FALSE
RV,movie,"Adventure, Comedy, Family",2006,5.6,FALSE
Final Destination,movie,"Horror, Thriller",2000,6.7,FALSE
Red Dragon,movie,"Crime, Drama, Thriller",2002,7.2,FALSE
Jersey Girl,movie,"Comedy, Drama, Romance",2004,6.2,FALSE
Feardotcom,movie,"Crime, Horror, Thriller",2002,3.4,FALSE
Sniper,movie,"Action, Thriller, War",1993,6.1,FALSE
House of Flying Daggers,movie,"Action, Adventure, Drama",2004,7.5,FALSE
The Exorcist,movie,Horror,1973,8.1,FALSE
Rabbit-Proof Fence,movie,"Adventure, Biography, Drama",2002,7.4,FALSE
No More School,movie,"Comedy, Drama",2000,6.4,FALSE
Tears of the Sun,movie,"Action, Drama, Thriller",2003,6.6,FALSE
Hard to Kill,movie,"Action, Crime, Drama",1990,5.8,FALSE
More Ants in the Pants,movie,"Comedy, Fantasy, Romance",2002,4.6,FALSE
Blood Work,movie,"Action, Crime, Drama",2002,6.4,FALSE
Little Women,movie,"Drama, Family, Romance",1994,7.3,FALSE
Last Action Hero,movie,"Action, Adventure, Comedy",1993,6.5,FALSE
Babe,movie,"Comedy, Drama, Family",1995,6.9,FALSE
Clueless,movie,"Comedy, Romance",1995,6.9,FALSE
Single White Female,movie,"Drama, Thriller",1992,6.4,FALSE
Happy Gilmore,movie,"Comedy, Sport",1996,7,FALSE
The Fast and the Furious: Tokyo Drift,movie,"Action, Crime, Thriller",2006,6.1,FALSE
Tango & Cash,movie,"Action, Comedy, Crime",1989,6.4,FALSE
Dante's Peak,movie,"Action, Adventure, Thriller",1997,6,FALSE
Elizabethtown,movie,"Comedy, Drama, Romance",2005,6.3,FALSE
Beverly Hills Ninja,movie,"Action, Comedy",1997,5.6,FALSE
Scooby-Doo,movie,"Adventure, Comedy, Family",2002,5.3,FALSE
Ghost Ship,movie,"Horror, Mystery, Thriller",2002,5.6,FALSE
Here Is Your Life,movie,Drama,1966,7.3,FALSE
She's the Man,movie,"Comedy, Romance, Sport",2006,6.4,FALSE
Mad Max,movie,"Action, Adventure, Sci-Fi",1979,6.8,FALSE
Glory,movie,"Biography, Drama, History",1989,7.8,FALSE
Ju-On: The Grudge 2,movie,"Drama, Horror, Mystery",2003,6.3,FALSE
The Jacket,movie,"Drama, Fantasy, Mystery",2005,7.1,FALSE
